GameID,Name,Platform,Year_of_Release,Genre,Publisher,North America,European Union,Japan,Other,Developer
13613,WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0,0,0,G.Rev
13621,IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0,0.04,0,0.01,1C: Maddox Games
13625,Red Ninja: End of Honor,PS2,2005,Action,Vivendi Games,0.02,0.02,0,0.01,Opus
13626,Praetorians,PC,2003,Strategy,Eidos Interactive,0,0.04,0,0,Pyro Studios
13629,Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,"Namco Bandai Games America, Namco Bandai Games"
13633,LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,Hellbent Games
13638,SPRay,Wii,2008,Action,Tecmo Koei,0.04,0,0,0,EKO Software
13639,Outlaw Tennis,XB,2005,Sports,Global Star,0.03,0.01,0,0,Hypnotix
13645,Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0,0,Starbreeze
13648,Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0,0,0,Panic Button
13656,Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0,0.04,0,0,Fusionsphere Systems
13659,NASCAR 07,XB,2006,Racing,Electronic Arts,0.03,0.01,0,0,EA Tiburon
13660,Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0,0,Konami
13669,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0,"Examu, Marvelous Inc."
13671,Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.03,0.01,0,0,DC Studios
13673,Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.03,0.01,0,0,Eighting/Raizing
13675,Split/Second,PC,2010,Racing,Disney Interactive Studios,0,0.04,0,0.01,Black Rock Studio
13677,Resident Evil 6,PC,2012,Shooter,Capcom,0,0.04,0,0,"Capcom, QLOC"
13679,Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0,0,0,Vicious Cycle
13691,Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.01,0,0.01,"Eutechnyx, Deep Silver"
13692,Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0,0.04,0,0.01,EA Games
13693,Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0,0,Black Ship Games
13696,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0,0,0,Ubisoft Osaka
13697,Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.03,0,0,0,"Prope, Kadokawa"
13705,Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,0,0,0,Krome Studios
13711,The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0,0.01,Maxis
13716,LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0,0,Traveller's Tales
13718,The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0,0.01,Maxis
13719,Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,"Pipeworks Software, Inc."
13725,The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0,0,0,Snap Dragon Games
13731,Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0,0.04,0,0.01,Wicked Witch Software
13734,Blood Bowl,PC,2009,Sports,Focus Home Interactive,0.02,0.02,0,0,Cyanide
13735,Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0,0.03,0,0.01,Ascaron Entertainment GmbH
13736,Star Trek: Shattered Universe,XB,2004,Simulation,Global Star,0.03,0.01,0,0,Starsphere Interactive
13737,Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0,0.03,0,0.01,Relic
13741,Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0,0,0,Arc System Works
13743,WarJetz,PS2,2001,Shooter,3DO,0.02,0.02,0,0.01,3DO
13749,Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0,0.01,Capcom
13756,Barnyard,Wii,2006,Action,THQ,0.04,0,0,0,Blue Tongue Entertainment
13762,Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0,0,0.01,"Atari, Slightly Mad Studios, Atari SA"
13763,Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0,0.03,0,0.01,Nival Interactive
13771,Metal Gear Solid: Digital Graphic Novel,PSP,2006,Misc,Konami Digital Entertainment,0.02,0,0.02,0,Kojima Productions
13773,Aeon Flux,PS2,2005,Action,THQ,0.02,0.02,0,0.01,Terminal Reality
13775,Age of Mythology: The Titans,PC,2003,Strategy,Microsoft Game Studios,0.02,0.02,0,0,Ensemble Studios
13778,Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,0.03,0,0,0.01,5pb
13780,Virtua Tennis 4,PC,2011,Sports,Sega,0,0.03,0,0.01,Sega
13782,Shattered Union,XB,2005,Strategy,Take-Two Interactive,0.03,0.01,0,0,PopTop Software
13788,Unchained Blades ,3DS,2011,Role-Playing,FuRyu,0,0,0.04,0,FuRyu
13789,Terraria,XOne,2014,Action,505 Games,0,0.04,0,0,Engine Software
13791,Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0,0.01,Relic
13806,Superman: Countdown to Apokolips,GBA,2003,Platform,Atari,0.03,0.01,0,0,Mistic Software
13812,Worms 4: Mayhem,XB,2005,Strategy,Codemasters,0.03,0.01,0,0,Team 17
13814,Rise of Nations,PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0,0.01,Big Huge Games
13818,Men of War: Vietnam,PC,2011,Strategy,Unknown,0,0.03,0,0.01,Best Way
13820,Imperial Glory,PC,2005,Strategy,Eidos Interactive,0,0.04,0,0,Pyro Studios
13824,Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.02,0.02,0,0.01,Empire Interactive
13834,Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,0.03,0,0.01,0,Omega Force
13835,Metal Slug XX,PSP,2009,Shooter,DHM Interactive,0.03,0,0,0,SNK Playmore
13837,Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0,0,0,Gaming Minds Studios
13839,Fisherman's Challenge,PS2,2003,Sports,Konami Digital Entertainment,0.02,0.02,0,0.01,Konami
13843,Resident Evil: Revelations,PC,2013,Action,Capcom,0,0.04,0,0,Capcom
13848,The Da Vinci Code,XB,2006,Action,Take-Two Interactive,0.03,0.01,0,0,Double Helix Games
13856,Pure Pinball,XB,2004,Misc,XS Games,0.03,0.01,0,0,Iridon Interactive AB
13870,Headhunter: Redemption,PS2,2004,Action,Sega,0.02,0.01,0,0,Amuze
13875,Dead Rising,PS4,2016,Action,Capcom,0.02,0,0.01,0.01,Capcom
13877,Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,0,0.03,0,0.01,Rockstar North
13881,Surf's Up,PS3,2007,Sports,Ubisoft,0.03,0,0,0,Ubisoft Montreal
13886,SWAT: Target Liberty,PSP,2007,Shooter,Vivendi Games,0.03,0,0,0,3G Studios
13887,Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,0.04,0,0,0,Naps Team
13888,CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0,0.03,0,0.01,Telltale Games
13889,Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,0.04,0,0,0,Hudson
13891,Empire Earth III,PC,2007,Strategy,Vivendi Games,0,0.03,0,0.01,Mad Doc Software
13896,Resident Evil: Operation Raccoon City,PC,2012,Action,Capcom,0,0.03,0,0.01,Slant Six
13900,Dreamfall: The Longest Journey,XB,2006,Adventure,Empire Interactive,0.03,0.01,0,0,Funcom
13905,JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.02,0.01,0,0,Trickstar Games
13919,Brothers In Arms DS,DS,2007,Shooter,Ubisoft,0.03,0,0,0,Gameloft
13928,Colin McRae Rally 3,XB,2002,Racing,Codemasters,0.03,0.01,0,0,Codemasters
13932,TMNT,DS,2007,Action,Ubisoft,0.03,0.01,0,0,Ubisoft Quebec
13937,Stolen,PS2,2005,Action,Hip Interactive,0.02,0.01,0,0,Blue 52
13940,Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,0.02,0.02,0,0,Bongfish
13943,LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,TT Games
13944,Pro Race Driver,XB,2003,Racing,Codemasters,0.03,0.01,0,0,Codemasters
13952,The Movies,PC,2005,Simulation,Activision,0.01,0.03,0,0.01,Lionhead Studios
13959,FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,0.03,0,0,0,EA Canada
13965,Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0,0,Gas Powered Games
13969,Dragon Ball: Advanced Adventure,GBA,2004,Action,Namco Bandai Games,0.03,0.01,0,0,Dimps Corporation
13975,Lost Planet 3,PC,2013,Shooter,Capcom,0,0.04,0,0,Spark Unlimited
13978,Echo Night Beyond,PS2,2004,Adventure,Indie Games,0.02,0.01,0,0,From Software
13979,Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0,0,Q Entertainment
13986,Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.02,0.01,0,0,Rising Star Games
13989,Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0,0,Mercury Steam
13990,Greg Hastings' Tournament Paintball Max'd,DS,2006,Shooter,Activision,0.03,0,0,0,Nightlight Studios
13993,Halo: Combat Evolved,PC,2003,Shooter,Microsoft Game Studios,0.02,0.02,0,0,Gearbox Software
13995,Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0.01,0,0.03,0,Tri-Ace
13997,Little Red Riding Hood's Zombie BBQ,DS,2008,Shooter,Destineer,0.03,0,0,0,EnjoyUp Games
14003,Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0,0.03,0,0.01,"Climax Group, Climax Studios"
14005,Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0,0.03,0,0,Team 17
14006,Rugby 08,PS2,2007,Sports,Electronic Arts,0.02,0.01,0,0,EA Canada
14009,Caesar IV,PC,2006,Strategy,Vivendi Games,0,0.03,0,0.01,Tilted Mill
14011,Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,0,0.03,0,0.01,Eutechnyx
14012,Cy Girls,PS2,2004,Action,Konami Digital Entertainment,0.02,0.01,0,0,KCEJ
14013,Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0,0,0.04,0,Bandai Namco Games
14014,APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,0.02,0.01,0,0,"Reloaded Productions, Reloaded Games Inc."
14019,Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,0.03,0,0,0,Marvelous Entertainment
14020,Bionicle Heroes,Wii,2007,Shooter,Eidos Interactive,0.03,0,0,0,Traveller's Tales
14021,Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0,0.03,0,0,EA Games
14024,C.O.R.E.,DS,2009,Shooter,Graffiti,0.03,0,0,0,NoWay Studio
14028,Chaos Wars,PS2,2006,Strategy,Idea Factory,0,0,0.04,0,Idea Factory
14029,Steambot Chronicles,PS2,2005,Role-Playing,505 Games,0.02,0.01,0,0,Irem
14036,Scaler,GC,2004,Platform,Take-Two Interactive,0.03,0.01,0,0,Artificial Mind and Movement
14039,Scarface: The World is Yours,PC,2006,Action,Vivendi Games,0.01,0.02,0,0,Radical Entertainment
14041,Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,0,0,0.04,0,System Prisma
14042,Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,Ignition Entertainment,0.02,0.01,0,0,SNK Playmore
14044,Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,0,0.03,0,0,KnowWonder
14047,OutRun 2006: Coast 2 Coast,PSP,2006,Racing,Sega,0.03,0.01,0,0,Sumo Digital
14054,Without Warning,PS2,2005,Shooter,Capcom,0.02,0.01,0,0,CiRCLE
14059,Napoleon Dynamite: The Game,PSP,2007,Puzzle,Crave Entertainment,0.03,0,0,0,7 Studios
14061,Saints Row 2,PC,2009,Action,THQ,0,0.03,0,0.01,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre"
14063,Trine 2,PC,2011,Platform,Focus Home Interactive,0,0.03,0,0.01,"Frozenbyte, Inc."
14074,Teenage Zombies: Invasion of the Alien Brain Thingys,DS,2008,Adventure,Ignition Entertainment,0.03,0,0,0,InLight Entertainment
14083,Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0.01,0.02,0,0,Deep Silver Dambuster Studios
14085,RLH: Run Like Hell,XB,2003,Shooter,Avalon Interactive,0.03,0.01,0,0,Digital Mayhem
14089,Obscure,XB,2004,Adventure,MC2 Entertainment,0.03,0.01,0,0,Hydravision
14092,Just Dance 2017,XOne,2016,Misc,Ubisoft,0.03,0,0,0,Ubisoft Paris
14094,Stranger of Sword City,PSV,2015,Role-Playing,Nippon Ichi Software,0.02,0,0,0.01,Experience Inc.
14099,World of Goo,PC,2008,Puzzle,2D Boy,0,0.03,0,0.01,2D Boy
14107,Secret Files 2: Puritas Cordis,PC,2009,Adventure,Deep Silver,0,0.03,0,0,"Fusionsphere Systems, Animation Arts"
14110,Monster Kingdom: Jewel Summoner,PSP,2006,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,Gaia (Sony)
14111,Railroad Tycoon 3,PC,2003,Strategy,Gathering of Developers,0,0.03,0,0,PopTop Software
14122,S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,0,0.03,0,0.01,GSC Game World
14128,Painkiller: Hell Wars,XB,2006,Shooter,DreamCatcher Interactive,0.03,0.01,0,0,People Can Fly
14131,FunkMaster Flex's Digital Hitz Factory,PS2,2003,Misc,Jester Interactive,0.02,0.01,0,0,Jester Interactive
14141,World in Conflict,PC,2007,Strategy,Vivendi Games,0,0.03,0,0.01,Massive Entertainment
14159,Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,0,0.03,0,0.01,Nixxes Software
14162,Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0,0.03,0,0,Sucker Punch
14165,Tour de France 2014,PS4,2014,Sports,Focus Home Interactive,0,0.03,0,0,Cyanide
14166,RedCard 20-03,XB,2002,Sports,Midway Games,0.03,0.01,0,0,Point of View
14173,Bounty Hounds,PSP,2006,Action,Namco Bandai Games,0.03,0,0,0,Xpec
14182,TOCA Race Driver 3,XB,2006,Racing,Codemasters,0.03,0.01,0,0,Codemasters
14189,Silent Scope,GBA,2002,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,Now Production
14193,The Cursed Crusade,PC,2011,Action,DTP Entertainment,0,0.03,0,0.01,Kylotonn
14194,Hotel Giant 2,PC,2008,Strategy,JoWood Productions,0,0.03,0,0,Enlight Software
14198,DarkStar One,PC,2006,Simulation,Ubisoft,0,0.03,0,0.01,Ascaron Entertainment GmbH
14207,Hitman: Blood Money,PC,2006,Action,Eidos Interactive,0,0.03,0,0.01,Io Interactive
14210,Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,Shooter,Gearbox Software,0.03,0,0,0.01,Gearbox Software
14211,Section 8,PC,2009,Shooter,SouthPeak Games,0.02,0.01,0,0,TimeGate Studios
14214,Alpha Protocol,PC,2010,Role-Playing,Sega,0,0.03,0,0.01,Obsidian Entertainment
14215,Planescape: Torment,PC,1998,Role-Playing,Interplay,0.01,0.02,0,0,Black Isle Studios
14222,Star Wars Jedi Knight: Jedi Academy,PC,2003,Shooter,Activision,0,0.03,0,0,Raven Software
14223,Red Faction II,GC,2003,Shooter,THQ,0.03,0.01,0,0,Cranky Pants Games
14228,Battle Engine Aquila,PS2,2003,Shooter,Atari,0.02,0.01,0,0,Lost Toys
14230,Special Forces: Nemesis Strike,XB,2005,Shooter,Hip Interactive,0.03,0.01,0,0,Asobo Studio
14231,Women's Volleyball Championship,PS2,2007,Sports,Spike,0,0,0.03,0,Spike
14234,Crimson Tears,PS2,2004,Role-Playing,Capcom,0.02,0.01,0,0,DreamFactory
14235,Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,Namco Bandai Games,0.02,0.01,0,0,Natsume
14236,WRC: FIA World Rally Championship,PSP,2005,Racing,Sony Computer Entertainment,0.02,0.01,0,0,Traveller's Tales
14243,Rapala Tournament Fishing!,X360,2006,Sports,Activision,0.03,0,0,0,FUN Labs
14246,Superstars V8 Racing,PS3,2009,Racing,Black Bean Games,0,0.02,0,0.01,Milestone S.r.l
14260,JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0,0,0.03,0,CyberConnect2
14273,Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,0,0.03,0,0.01,BattleGoat Studios
14274,Rise of Nations: Rise of Legends,PC,2006,Strategy,Microsoft Game Studios,0,0.03,0,0.01,Big Huge Games
14275,The Sum of All Fears,GC,2003,Shooter,Ubisoft,0.03,0.01,0,0,Ubisoft Shanghai
14277,Yumi's Odd Odyssey,3DS,2013,Platform,Agatsuma Entertainment,0,0,0.03,0,Studio Saizensen
14283,EverBlue 2,PS2,2002,Adventure,Capcom,0.02,0.01,0,0,Arika
14296,Electroplankton,DS,2005,Misc,Nintendo,0.01,0,0.02,0,Indies Zero
14309,FIFA World Cup: Germany 2006,GBA,2006,Sports,Electronic Arts,0.02,0.01,0,0,EA Canada
14311,Earthworm Jim 2,GBA,2002,Platform,Vivendi Games,0.02,0.01,0,0,Super Empire
14313,Dungeon Maker: Hunting Ground,PSP,2006,Role-Playing,Global A Entertainment,0.03,0,0,0,Global A
14317,MotoGP,PSP,2006,Racing,Sony Computer Entertainment,0.03,0,0,0,Namco Bandai Games
14324,Apache: Air Assault,PC,2010,Simulation,Just Flight,0,0.03,0,0,Gaijin Entertainment
14329,Call of Juarez: Bound in Blood,PC,2009,Shooter,Ubisoft,0,0.03,0,0,Techland
14331,Red Faction: Guerrilla,PC,2009,Shooter,THQ,0,0.03,0,0.01,"Volition Inc., Reactor Zero"
14342,Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0,0.03,0,0,"Eidos Montreal, Nixxes Software"
14345,Astonishia Story,PSP,2006,Role-Playing,Ubisoft,0.03,0,0,0,Sonnori
14349,Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft,0,0.03,0,0,Ubisoft Montreal
14368,RACE On,PC,2009,Racing,bitComposer Games,0,0.03,0,0.01,SimBin
14378,Song of the Deep,PC,2016,Action,Insomniac Games,0.03,0,0,0,Insomniac Games
14386,Tork: Prehistoric Punk,XB,2005,Platform,Microsoft Game Studios,0.02,0.01,0,0,Tiwak
14391,Overlord II,PC,2009,Action,Codemasters,0,0.03,0,0,Triumph Studios
14399,Jikandia: The Timeless Land,PSP,2010,Role-Playing,Idea Factory,0.03,0,0,0,Opus Studio
14402,Toy Shop,DS,2008,Simulation,Majesco Entertainment,0.03,0,0,0,"Gameinvest, Seed Studios, Lda"
14403,DiRT Rally,PC,2016,Racing,Codemasters,0,0.03,0,0,Codemasters
14404,Trials Fusion,PC,2014,Racing,Ubisoft,0,0.03,0,0,RedLynx
14407,Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0,0.01,"Introversion, Double Eleven"
14424,Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,Rising Star Games,0,0,0.03,0,Zerodiv
14428,Dance Factory,PS2,2006,Action,Codemasters,0.02,0.01,0,0,Broadsword Interactive
14437,The Legend of Heroes III: Song of the Ocean,PSP,2006,Role-Playing,Namco Bandai Games,0.03,0,0,0,Microvision
14438,Combat Mission: Shock Force,PC,2007,Strategy,Paradox Interactive,0,0.03,0,0,Big Time Software
14441,F1 2002,GC,2002,Racing,Electronic Arts,0.02,0.01,0,0,EA Sports
14450,Men of War,PC,2009,Strategy,505 Games,0.01,0.02,0,0,Best Way
14473,Alter Ego,PC,1985,Simulation,Activision,0,0.03,0,0.01,"Viva Media, Viva Media, LLC"
14475,Zero Escape: Virtue's Last Reward,3DS,2012,Adventure,Rising Star Games,0.03,0,0,0,ChunSoft
14476,Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0,0,0.03,0,Iron Galaxy Studios
14477,Transformers: Devastation,PC,2015,Action,Activision,0,0.03,0,0,PlatinumGames
14481,The Golf Club,XOne,2014,Sports,Unknown,0.03,0,0,0,HB Studios Multimedia
14483,Neverwinter Nights,PC,2002,Role-Playing,Atari,0,0.03,0,0,BioWare
14494,Digimon World 4,XB,2005,Role-Playing,Atari,0.02,0.01,0,0,Bandai
14495,Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,PQube,0.01,0.02,0,0,Arc System Works
14497,Galleon: Islands of Mystery,XB,2004,Action,SCi,0.02,0.01,0,0,Confounding Factor
14502,Sunny Garcia Surfing,PS2,2001,Sports,Ubisoft,0.02,0.01,0,0,Krome Studios
14505,Lock On: Modern Air Combat,PC,2003,Simulation,Ubisoft,0,0.03,0,0.01,Eagle Dynamics
14512,Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.02,0,0,Team 17
14519,Rabbids Land,WiiU,2012,Misc,Ubisoft,0.01,0.01,0,0,Ubisoft Paris
14524,Guild Wars,PC,2005,Role-Playing,NCSoft,0.03,0,0,0,ArenaNet
14530,Take On Helicopters,PC,2011,Simulation,Unknown,0,0.02,0,0.01,Bohemia Interactive
14534,S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami Digital Entertainment,0.01,0.01,0,0,Genki
14536,Nacho Libre,DS,2006,Action,Majesco Entertainment,0.03,0,0,0,BudCat
14538,Homeworld 2,PC,2003,Strategy,Vivendi Games,0,0.03,0,0,Relic
14540,Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft,0,0.03,0,0,Ubisoft
14544,Graffiti Kingdom,PS2,2004,Role-Playing,505 Games,0.01,0.01,0,0,Taito Corporation
14552,Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,Namco Bandai Games,0.02,0.01,0,0,Namco
14554,N+,PSP,2007,Platform,Atari,0.03,0,0,0,"Metanet Software Inc., SilverBirch Studios"
14568,Knights of Honor,PC,2004,Strategy,Sunflowers,0,0.02,0,0.01,Black Sea Studios
14584,Empire Earth II,PC,2005,Strategy,Vivendi Games,0,0.03,0,0,Mad Doc Software
14594,Hot Pixel,PSP,2007,Puzzle,Atari,0.03,0,0,0,zSlide
14597,Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0.01,0.02,0,0,Milestone S.r.l
14599,Codename: Panzers Cold War,PC,2009,Strategy,Atari,0,0.02,0,0,Stormregion
14605,Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,0,0,0,LucasArts
14611,Atomic Betty,GBA,2005,Puzzle,Atari,0.02,0.01,0,0,"Big Blue Bubble Inc., Breakthrough New Media"
14613,Doom,PC,1992,Shooter,id Software,0.02,0,0,0,id Software
14616,Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing,0.02,0.01,0,0,Prograph
14624,SimCity,PC,1988,Simulation,Maxis,0,0.02,0,0.01,Maxis
14626,Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts,0,0.03,0,0,EA Bright Light
14632,Doom 3 BFG Edition,PC,2012,Shooter,Bethesda Softworks,0,0.02,0,0,id Software
14635,Popeye: Rush for Spinach,GBA,2005,Platform,Atari,0.02,0.01,0,0,Magic Pockets
14636,Culdcept,PS2,2002,Strategy,Sega,0.01,0.01,0,0,NEC Interchannel
14648,GTR Evolution,PC,2008,Racing,Atari,0,0.02,0,0,SimBin
14651,Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0,0.03,0,0,"City Interactive, Deck 13"
14652,NBA 08,PSP,2007,Sports,Sony Computer Entertainment,0.03,0,0,0,SCEA
14653,Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0,0.02,0,0,Ironclad Games
14658,NBA 2K13,PC,2012,Sports,Take-Two Interactive,0,0.02,0,0,Visual Concepts
14659,Resident Evil 4,PC,2007,Action,Ubisoft,0,0.02,0,0,Capcom
14661,007: Quantum of Solace,PC,2008,Action,Activision,0.01,0.01,0,0,Treyarch
14669,Metal Dungeon,XB,2002,Role-Playing,Xicat Interactive,0.02,0.01,0,0,Panther Software
14670,Drome Racers,GC,2003,Racing,Electronic Arts,0.02,0.01,0,0,Attention To Detail
14676,Gekido Advance: Kintaro's Revenge,GBA,2002,Action,Zoo Digital Publishing,0.02,0.01,0,0,Naps Team
14687,Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0,0.02,0,0,Nitro Games
14689,LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,0.03,0,0,0,Traveller's Tales
14690,Race Driver 2006,PSP,2006,Racing,Codemasters,0.03,0,0,0,Sumo Digital
14693,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,0.02,0.01,0,0,Natsume
14698,Mighty No. 9,WiiU,2016,Platform,Deep Silver,0.02,0.01,0,0,Inti Creates
14710,Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0,0.02,0,0.01,Compile Heart
14711,The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0,0.02,0,0,Croteam
14714,Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Idea Factory,0.03,0,0,0,"Neverland, Idea Factory"
14715,Syberia II,XB,2004,Adventure,Ubisoft,0.02,0.01,0,0,Microids
14717,Braid,PC,2009,Platform,Number None,0,0.02,0,0,"Number None Inc., Knockout Games"
14721,Syberia,PC,2002,Action,Microids,0,0.02,0,0,Microids
14726,Turn It Around,DS,2006,Action,505 Games,0.03,0,0,0,"Taito Corporation, 505 Games"
14728,Jack Keane,PC,2008,Adventure,Kalypso Media,0,0.02,0,0,Legacy Interactive
14730,Monsters vs. Aliens,PC,2009,Action,Activision,0.01,0.01,0,0,Beenox
14740,Ride,PC,2015,Racing,Milestone S.r.l.,0,0.03,0,0,Milestone S.r.l
14760,LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,0.02,0.01,0,0,Traveller's Tales
14775,MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment,0.03,0,0,0,Backbone Entertainment
14778,The Last Guy,PS3,2009,Action,Sony Computer Entertainment,0,0,0.03,0,SCE Japan Studio
14788,Max Payne,GBA,2003,Shooter,Take-Two Interactive,0.02,0.01,0,0,Mobius Entertainment
14799,Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft,0.02,0,0,0,Quicksilver Software
14800,Cossacks: European Wars,PC,2001,Strategy,Strategy First,0,0.02,0,0,GSC Game World
14802,MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0,0,Nordic Games Publishing
14806,NBA 2K7,XB,2006,Sports,Take-Two Interactive,0.02,0.01,0,0,"Kush Games, Visual Concepts"
14814,XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,0.01,0,0.01,0,Arc System Works
14825,Warhammer: Mark of Chaos,PC,2006,Strategy,Deep Silver,0,0.02,0,0,Black Hole Games
14829,Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei,0.01,0.01,0,0,Micro Cabin
14831,Gotcha Force,GC,2003,Shooter,Capcom,0.01,0,0.01,0,Capcom
